Timestamp,UserID,Event Name,UUID,Param/redBulletsFired,Param/totalTimesPlayerHasSwitched,Param/timesPlayerHasSwitched
6/11/2023 19:30:52,NULL,TimesSwitched,59e595d366a6457219cd848bd25f24fb,,,15
6/11/2023 19:30:54,NULL,TimesSwitched,bbb2532ad2c9d94014586913f9bff443,,,16
6/11/2023 19:30:55,NULL,TimesSwitched,5e96927be866aa20f585405a706f3c28,,,17
6/11/2023 19:30:56,NULL,TimesSwitched,fb4cfb34056cb0a9d3c00b3a255f3b53,,,18
6/11/2023 19:31:01,NULL,TimesSwitched,72593ff81b75bbb43340a015485fa881,,,19
6/11/2023 19:31:03,NULL,TimesSwitched,bee29c06ffcb0de42e26f867bcf6e2c7,,,20
6/11/2023 19:31:04,NULL,TimesSwitched,48e6082f88c717098ea7744c25a77e15,,,21
6/11/2023 19:31:04,NULL,TimesSwitched,48e6082f88c717098ea7744c25a77e15,,,22
6/11/2023 19:31:06,NULL,TimesSwitched,b22271dcffb8a3547095bde6ca386d93,,,23
6/11/2023 19:31:07,NULL,TimesSwitched,7c88f267dc6226a1b3da639dec0dceb9,,,24
6/11/2023 19:31:07,NULL,TimesSwitched,7c88f267dc6226a1b3da639dec0dceb9,,,25
6/11/2023 19:31:08,NULL,TimesSwitched,a2c8af3dc647f16408455f5cd41f06c9,,,26
6/11/2023 19:31:09,NULL,TimesSwitched,668a25e84bdd2964a065f3252df4991e,,,27
6/11/2023 19:31:10,NULL,TimesSwitched,5d4e1cba3d889f94093ecd3ff6282f41,,,28
6/11/2023 19:31:11,NULL,TimesSwitched,805f9b83f24954b86a2a04c24fcccaf0,,,1
6/11/2023 19:31:15,NULL,TimesSwitched,e9c741488507b6df8c85515fb0636848,,,2
6/11/2023 19:31:16,NULL,TimesSwitched,c70dcf4dc9b5250d365043ab0f8ec09e,,,3
6/11/2023 19:31:17,NULL,TimesSwitched,744a0b99e298ad63b13ad2d56eba21fd,,,4
6/11/2023 19:31:18,NULL,TimesSwitched,e6b3559486debfa30a1df0aeb5a20599,,,5
6/11/2023 19:31:19,NULL,TimesSwitched,a6af0a503aaeb75e575ede699c40c038,,,6
6/11/2023 19:31:20,NULL,TimesSwitched,c1f60b8536d09a6c18887ce6c116468d,,,7
6/11/2023 19:31:22,NULL,TimesSwitched,7484c4689b383b88ab32d775420ee5e9,,,8
6/11/2023 19:31:22,NULL,TimesSwitched,7484c4689b383b88ab32d775420ee5e9,,,9
6/11/2023 19:31:23,NULL,TimesSwitched,f45e840419cf3e5b2f6b0d20496abbdb,,,10
6/11/2023 19:31:24,NULL,TimesSwitched,6b015ae9a6217928b53c6f94a9f87f70,,,11
6/11/2023 19:31:24,NULL,TimesSwitched,6b015ae9a6217928b53c6f94a9f87f70,,,12
6/11/2023 19:31:25,NULL,TimesSwitched,0f437d0d3368c42840090bb958a10db3,,,13
6/11/2023 19:31:26,NULL,TimesSwitched,ba89f336ad110da0cff9257c5a7c3c70,,,14
6/11/2023 19:31:28,NULL,TimesSwitched,821932bd9e7d15352e4576d317f249f7,,,15
6/11/2023 19:31:29,NULL,TimesSwitched,2816851f5943ca20d4ed44ace3b9e94d,,,16
6/11/2023 19:31:30,NULL,TimesSwitched,e848adf86df37265f457aa3fcbd5799c,,,17
6/11/2023 19:31:32,NULL,TimesSwitched,8eed8828afd801904601539a1b5022e7,,,18
6/11/2023 19:31:33,NULL,TimesSwitched,97ca86602b93ded98c11531820a0d663,,,19
6/11/2023 19:31:34,NULL,TimesSwitched,9e172f1f97355918fd8bea5a5894e434,,,20
6/11/2023 19:31:41,NULL,TimesSwitched,d3199ceff1d4798ff2a121546b042038,,,21
6/11/2023 19:31:42,NULL,TimesSwitched,4146c8bbb4d7915f6fb4530ef01fdd34,,,22
6/11/2023 19:31:43,NULL,TimesSwitched,6ce92a7370615f74e5287f5093ea5f38,,,23
6/11/2023 19:31:44,NULL,TimesSwitched,aa39549758ce7ac8e93fd553181a0488,,,24
6/11/2023 19:31:45,NULL,TimesSwitched,7d2b4a163e6e7414045ab53bbd52d7f0,,,25
6/11/2023 19:31:46,NULL,TimesSwitched,267e34f8b80a8ffc49e169a980a4324e,,,26
6/11/2023 19:31:46,NULL,TimesSwitched,267e34f8b80a8ffc49e169a980a4324e,,,27
6/11/2023 19:31:47,NULL,TimesSwitched,5b2034c9654b25e5300b60e446c7b586,,,28
6/11/2023 19:31:49,NULL,TimesSwitched,fbc8f0fff3139c80f872c8a31329c702,,,29
6/11/2023 19:31:50,NULL,TimesSwitched,0a50dc962a028d04c9ca7b843e3507a4,,,30
6/11/2023 19:31:55,NULL,TimesSwitched,b800e6e418fc380eac9cddc4ab1df502,,,1
6/11/2023 19:32:37,NULL,TimesSwitched,9ffa10de7846dbb83ed19201300a1434,,,1
6/11/2023 19:32:40,NULL,TimesSwitched,5ea6ce2d8c24b2b2bb6ddcb6868529a4,,,2
6/11/2023 19:32:42,NULL,TimesSwitched,c8b85c7fa712ca68417dda7c68e19546,,,3
6/11/2023 19:32:43,NULL,TimesSwitched,8903ae9297d6622458cba443696ad3aa,,,4
6/11/2023 19:32:45,NULL,TimesSwitched,4b92f7f145f78b2577015f31fbbc2203,,,5
6/11/2023 19:32:46,NULL,TimesSwitched,b2f5d038f2abe79cac8f18a7e8726310,,,6
